sim_time,uncertainty_pct,num_links,mean_degree,lambda_2_fiedler,ew_active,d0_x,d0_y,d0_z,d0_vx,d0_vy,d0_vz,d0_speed,d0_qw,d0_qx,d0_qy,d0_qz,d0_thrust_N,d0_soc_pct,d0_pos_err,d0_role,d1_x,d1_y,d1_z,d1_vx,d1_vy,d1_vz,d1_speed,d1_qw,d1_qx,d1_qy,d1_qz,d1_thrust_N,d1_soc_pct,d1_pos_err,d1_role,d2_x,d2_y,d2_z,d2_vx,d2_vy,d2_vz,d2_speed,d2_qw,d2_qx,d2_qy,d2_qz,d2_thrust_N,d2_soc_pct,d2_pos_err,d2_role,d3_x,d3_y,d3_z,d3_vx,d3_vy,d3_vz,d3_speed,d3_qw,d3_qx,d3_qy,d3_qz,d3_thrust_N,d3_soc_pct,d3_pos_err,d3_role,t0_x,t0_y,t0_z,t0_vx,t0_vy,t0_speed,t0_state,t0_is_spotted,t0_smoke_active,t1_x,t1_y,t1_z,t1_vx,t1_vy,t1_speed,t1_state,t1_is_spotted,t1_smoke_active,t2_x,t2_y,t2_z,t2_vx,t2_vy,t2_speed,t2_state,t2_is_spotted,t2_smoke_active
13.04,11.48,3,1.5,1.0,0,-5.136,17.26,3.792,-6.99,0.059,0.002,6.99,0.8877,0.0015,0.4604,0.0008,11.13,89.7,6.87,EXPLORER,-3.146,-10.628,4.599,-7.554,5.071,-0.003,9.1,0.2779,-0.3583,0.2906,0.8426,4.79,72.9,6.711,EXPLORER,15.25,3.08,5.4,-0.026,-0.784,-0.001,0.78,0.6269,0.3256,0.327,-0.6277,7.18,84.1,6.792,EXPLORER,0.77,1.09,10.481,-1.873,0.238,-0.024,1.89,0.8692,-0.0785,0.2933,0.3902,10.71,86.4,4.411,RELAY,22.525,-19.963,0.3,2.256,-4.136,4.71,ACTIVE_EVASION,0,0,-20.754,17.204,0.3,2.291,-0.09,2.29,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.05,11.48,3,1.5,1.0,0,-5.204,17.261,3.792,-6.847,0.06,0.003,6.85,0.8877,0.0016,0.4604,0.0008,11.13,89.7,6.868,EXPLORER,-3.222,-10.576,4.599,-7.621,5.184,-0.003,9.22,0.2781,-0.3585,0.2904,0.8425,4.79,72.9,6.709,EXPLORER,15.25,3.071,5.4,-0.026,-0.924,-0.001,0.92,0.6269,0.3256,0.327,-0.6277,7.18,84.1,6.791,EXPLORER,0.752,1.093,10.482,-1.78,0.315,0.044,1.81,0.8651,-0.0811,0.298,0.3953,10.71,86.4,4.409,RELAY,22.548,-20.004,0.3,2.26,-4.143,4.72,ACTIVE_EVASION,0,0,-20.731,17.203,0.3,2.293,-0.09,2.29,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.06,11.49,3,1.5,1.0,0,-5.271,17.261,3.792,-6.705,0.06,0.003,6.7,0.8877,0.0016,0.4605,0.0008,11.13,89.7,6.867,EXPLORER,-3.299,-10.523,4.599,-7.689,5.297,-0.003,9.34,0.2782,-0.3587,0.2901,0.8425,4.79,72.9,6.708,EXPLORER,15.249,3.06,5.4,-0.026,-1.063,-0.001,1.06,0.6269,0.3256,0.327,-0.6277,7.18,84.0,6.789,EXPLORER,0.736,1.097,10.483,-1.686,0.395,0.111,1.74,0.8606,-0.084,0.3039,0.4,10.71,86.4,4.408,RELAY,22.57,-20.046,0.3,2.263,-4.149,4.73,ACTIVE_EVASION,0,0,-20.708,17.202,0.3,2.295,-0.09,2.3,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.07,11.5,3,1.5,1.0,0,-5.337,17.262,3.792,-6.562,0.06,0.004,6.56,0.8877,0.0016,0.4605,0.0008,11.13,89.7,6.866,EXPLORER,-3.376,-10.469,4.599,-7.756,5.409,-0.003,9.46,0.2783,-0.3589,0.2898,0.8424,4.79,72.8,6.707,EXPLORER,15.249,3.048,5.4,-0.026,-1.203,-0.0,1.2,0.6269,0.3256,0.327,-0.6277,7.18,84.0,6.788,EXPLORER,0.72,1.102,10.485,-1.591,0.478,0.176,1.67,0.8555,-0.0874,0.311,0.4047,10.71,86.4,4.406,RELAY,22.593,-20.087,0.3,2.266,-4.155,4.73,ACTIVE_EVASION,0,0,-20.685,17.202,0.3,2.297,-0.09,2.3,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.08,11.5,3,1.5,1.0,0,-5.401,17.263,3.792,-6.42,0.06,0.004,6.42,0.8876,0.0016,0.4605,0.0008,11.13,89.7,6.864,EXPLORER,-3.455,-10.414,4.599,-7.823,5.522,-0.003,9.58,0.2785,-0.3591,0.2896,0.8424,4.79,72.8,6.706,EXPLORER,15.249,3.035,5.4,-0.026,-1.342,-0.0,1.34,0.6269,0.3256,0.3271,-0.6277,7.18,84.0,6.787,EXPLORER,0.705,1.108,10.487,-1.495,0.564,0.239,1.62,0.8496,-0.0913,0.3197,0.4094,10.71,86.4,4.405,RELAY,22.616,-20.129,0.3,2.269,-4.161,4.74,ACTIVE_EVASION,0,0,-20.662,17.201,0.3,2.299,-0.09,2.3,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.09,11.5,3,1.5,1.0,0,-5.464,17.263,3.792,-6.278,0.06,0.005,6.28,0.8876,0.0016,0.4606,0.0008,11.13,89.7,6.863,EXPLORER,-3.534,-10.358,4.599,-7.89,5.634,-0.003,9.69,0.2786,-0.3593,0.2893,0.8423,4.79,72.8,6.704,EXPLORER,15.249,3.02,5.4,-0.026,-1.481,-0.0,1.48,0.6269,0.3256,0.3271,-0.6277,7.18,84.0,6.785,EXPLORER,0.691,1.114,10.49,-1.396,0.654,0.298,1.57,0.8426,-0.0959,0.3307,0.4141,10.71,86.4,4.403,RELAY,22.638,-20.17,0.3,2.272,-4.166,4.75,ACTIVE_EVASION,0,0,-20.639,17.2,0.3,2.301,-0.09,2.3,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.1,11.52,3,1.5,1.0,0,-5.525,17.264,3.792,-6.136,0.06,0.005,6.14,0.8876,0.0016,0.4606,0.0008,11.13,89.7,6.861,EXPLORER,-3.613,-10.3,4.599,-7.957,5.745,-0.003,9.81,0.2788,-0.3595,0.289,0.8423,4.79,72.8,6.703,EXPLORER,15.248,3.003,5.399,-0.026,-1.621,-0.0,1.62,0.6269,0.3256,0.3271,-0.6277,7.18,84.0,6.784,EXPLORER,0.678,1.122,10.493,-1.295,0.748,0.352,1.54,0.8336,-0.1017,0.3449,0.4193,10.71,86.4,4.402,RELAY,22.661,-20.212,0.3,2.275,-4.172,4.75,ACTIVE_EVASION,0,0,-20.616,17.199,0.3,2.303,-0.09,2.3,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.11,11.53,3,1.5,1.0,0,-5.585,17.264,3.793,-5.994,0.06,0.005,5.99,0.8876,0.0016,0.4606,0.0008,11.13,89.7,6.86,EXPLORER,-3.693,-10.242,4.599,-8.023,5.857,-0.003,9.93,0.279,-0.3598,0.2887,0.8423,4.79,72.8,6.702,EXPLORER,15.248,2.986,5.399,-0.026,-1.76,-0.0,1.76,0.6269,0.3256,0.3271,-0.6277,7.18,84.0,6.782,EXPLORER,0.666,1.13,10.497,-1.194,0.845,0.396,1.52,0.8216,-0.1091,0.3641,0.4249,10.35,86.4,4.4,RELAY,22.684,-20.254,0.3,2.278,-4.177,4.76,ACTIVE_EVASION,0,0,-20.593,17.198,0.3,2.305,-0.09,2.31,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.12,11.53,3,1.5,1.0,0,-5.644,17.265,3.793,-5.852,0.06,0.006,5.85,0.8876,0.0016,0.4607,0.0009,11.13,89.7,6.859,EXPLORER,-3.774,-10.182,4.599,-8.09,5.968,-0.004,10.05,0.2791,-0.36,0.2884,0.8422,4.79,72.7,6.701,EXPLORER,15.248,2.967,5.399,-0.026,-1.899,-0.0,1.9,0.6269,0.3256,0.3271,-0.6277,7.18,84.0,6.781,EXPLORER,0.655,1.14,10.502,-1.096,0.945,0.422,1.51,0.804,-0.1189,0.3913,0.4317,9.75,86.3,4.399,RELAY,22.707,-20.296,0.3,2.281,-4.182,4.76,ACTIVE_EVASION,0,0,-20.57,17.197,0.3,2.307,-0.09,2.31,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.13,11.53,3,1.5,1.0,0,-5.701,17.266,3.793,-5.71,0.06,0.006,5.71,0.8876,0.0017,0.4607,0.0009,11.13,89.7,6.857,EXPLORER,-3.856,-10.121,4.599,-8.156,6.079,-0.004,10.17,0.2793,-0.3602,0.2881,0.8422,4.79,72.7,6.699,EXPLORER,15.248,2.947,5.399,-0.026,-2.038,-0.0,2.04,0.6269,0.3256,0.3271,-0.6277,7.18,84.0,6.78,EXPLORER,0.645,1.15,10.506,-0.999,1.046,0.427,1.51,0.7751,-0.132,0.4329,0.4408,9.02,86.3,4.397,RELAY,22.73,-20.338,0.3,2.284,-4.187,4.77,ACTIVE_EVASION,0,0,-20.546,17.196,0.3,2.309,-0.09,2.31,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.14,11.53,3,1.5,1.0,0,-5.756,17.266,3.793,-5.569,0.06,0.007,5.57,0.8875,0.0017,0.4607,0.0009,11.13,89.7,6.856,EXPLORER,-3.938,-10.059,4.599,-8.222,6.189,-0.004,10.29,0.2795,-0.3605,0.2878,0.8421,4.79,72.7,6.698,EXPLORER,15.247,2.925,5.399,-0.026,-2.177,-0.0,2.18,0.6269,0.3255,0.3271,-0.6277,7.18,84.0,6.778,EXPLORER,0.636,1.162,10.51,-0.907,1.152,0.399,1.52,0.717,-0.1457,0.5048,0.458,8.14,86.3,4.396,RELAY,22.752,-20.379,0.3,2.286,-4.191,4.77,ACTIVE_EVASION,0,0,-20.523,17.195,0.3,2.311,-0.091,2.31,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.15,11.53,3,1.5,1.0,0,-5.811,17.267,3.793,-5.427,0.06,0.007,5.43,0.8875,0.0017,0.4608,0.0009,11.13,89.7,6.854,EXPLORER,-4.021,-9.996,4.599,-8.288,6.3,-0.004,10.41,0.2796,-0.3607,0.2875,0.842,4.79,72.7,6.697,EXPLORER,15.247,2.902,5.399,-0.026,-2.316,-0.0,2.32,0.6269,0.3255,0.3271,-0.6277,7.18,83.9,6.777,EXPLORER,0.628,1.174,10.513,-0.821,1.262,0.32,1.54,0.4997,-0.0431,0.6562,0.5638,7.35,86.3,4.394,RELAY,22.775,-20.421,0.3,2.289,-4.196,4.78,ACTIVE_EVASION,0,0,-20.5,17.194,0.3,2.313,-0.091,2.32,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.16,11.53,3,1.5,1.0,0,-5.863,17.267,3.793,-5.286,0.06,0.007,5.29,0.8875,0.0017,0.4608,0.0009,11.13,89.6,6.853,EXPLORER,-4.104,-9.932,4.599,-8.354,6.41,-0.004,10.53,0.2798,-0.361,0.2871,0.842,4.79,72.7,6.696,EXPLORER,15.247,2.877,5.399,-0.026,-2.455,-0.0,2.45,0.6269,0.3255,0.3271,-0.6277,7.18,83.9,6.775,EXPLORER,0.62,1.188,10.515,-0.752,1.384,0.154,1.58,0.1908,-0.6556,-0.5355,-0.4971,8.08,86.3,4.392,RELAY,22.798,-20.463,0.3,2.291,-4.2,4.78,ACTIVE_EVASION,0,0,-20.477,17.193,0.3,2.316,-0.091,2.32,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.17,11.53,3,1.5,1.0,0,-5.915,17.268,3.793,-5.144,0.06,0.007,5.14,0.8875,0.0017,0.4608,0.0009,11.13,89.6,6.851,EXPLORER,-4.189,-9.867,4.599,-8.42,6.519,-0.004,10.65,0.28,-0.3613,0.2868,0.8419,4.79,72.6,6.694,EXPLORER,15.247,2.851,5.399,-0.026,-2.593,-0.001,2.59,0.6269,0.3255,0.3271,-0.6277,7.18,83.9,6.774,EXPLORER,0.612,1.203,10.513,-0.771,1.498,-0.114,1.69,0.2146,-0.5762,-0.7621,-0.2027,10.71,86.3,4.391,RELAY,22.821,-20.505,0.3,2.293,-4.204,4.79,ACTIVE_EVASION,0,0,-20.454,17.193,0.3,2.318,-0.091,2.32,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.18,11.53,3,1.5,1.0,0,-5.965,17.269,3.793,-5.003,0.06,0.008,5.0,0.8875,0.0017,0.4609,0.0009,11.12,89.6,6.85,EXPLORER,-4.274,-9.801,4.598,-8.486,6.629,-0.004,10.77,0.2802,-0.3615,0.2864,0.8419,4.79,72.6,6.693,EXPLORER,15.246,2.824,5.399,-0.026,-2.732,-0.001,2.73,0.6269,0.3255,0.3271,-0.6277,7.18,83.9,6.773,EXPLORER,0.603,1.218,10.51,-0.899,1.442,-0.345,1.73,0.3681,0.034,-0.9178,0.1448,10.02,86.3,4.393,RELAY,22.844,-20.548,0.3,2.295,-4.208,4.79,ACTIVE_EVASION,0,0,-20.431,17.192,0.3,2.32,-0.091,2.32,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.19,11.53,3,1.5,1.0,0,-6.014,17.269,3.793,-4.862,0.06,0.008,4.86,0.8875,0.0017,0.4609,0.0009,11.12,89.6,6.849,EXPLORER,-4.359,-9.733,4.598,-8.551,6.738,-0.004,10.89,0.2804,-0.3618,0.286,0.8418,4.79,72.6,6.692,EXPLORER,15.246,2.795,5.399,-0.026,-2.87,-0.001,2.87,0.6269,0.3255,0.3271,-0.6277,7.18,83.9,6.771,EXPLORER,0.593,1.231,10.506,-1.005,1.351,-0.448,1.74,0.3555,-0.2282,-0.6827,0.5962,7.28,86.3,4.397,RELAY,22.867,-20.59,0.3,2.297,-4.212,4.8,ACTIVE_EVASION,0,0,-20.407,17.191,0.3,2.323,-0.091,2.32,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.2,11.53,3,1.5,1.0,0,-6.061,17.27,3.793,-4.72,0.06,0.008,4.72,0.8875,0.0017,0.4608,0.001,11.13,89.6,6.847,EXPLORER,-4.445,-9.665,4.598,-8.617,6.847,-0.004,11.01,0.2806,-0.3621,0.2856,0.8417,4.79,72.6,6.691,EXPLORER,15.246,2.765,5.399,-0.026,-3.009,-0.001,3.01,0.6269,0.3255,0.3271,-0.6277,7.18,83.9,6.77,EXPLORER,0.582,1.244,10.501,-1.101,1.248,-0.455,1.73,0.2377,0.4081,0.2491,-0.8455,8.67,86.3,4.399,RELAY,22.89,-20.632,0.3,2.299,-4.215,4.8,ACTIVE_EVASION,0,0,-20.384,17.19,0.3,2.325,-0.091,2.33,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.21,11.53,3,1.5,1.0,0,-6.107,17.27,3.793,-4.579,0.06,0.009,4.58,0.8876,0.0017,0.4607,0.0011,11.13,89.6,6.846,EXPLORER,-4.532,-9.595,4.598,-8.682,6.955,-0.004,11.12,0.2808,-0.3624,0.2853,0.8417,4.79,72.6,6.689,EXPLORER,15.246,2.734,5.399,-0.026,-3.147,-0.001,3.15,0.6269,0.3255,0.3271,-0.6277,7.18,83.9,6.769,EXPLORER,0.57,1.255,10.497,-1.189,1.14,-0.406,1.7,0.3101,0.3166,0.1928,-0.8755,10.57,86.3,4.399,RELAY,22.913,-20.674,0.3,2.301,-4.218,4.8,ACTIVE_EVASION,0,0,-20.361,17.189,0.3,2.327,-0.091,2.33,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.22,11.53,3,1.5,1.0,0,-6.151,17.271,3.793,-4.438,0.06,0.009,4.44,0.8876,0.0017,0.4606,0.0012,11.13,89.6,6.844,EXPLORER,-4.62,-9.525,4.598,-8.747,7.063,-0.004,11.24,0.2811,-0.3627,0.2848,0.8416,4.79,72.5,6.688,EXPLORER,15.245,2.701,5.399,-0.026,-3.285,-0.001,3.29,0.6269,0.3255,0.3271,-0.6277,7.18,83.9,6.767,EXPLORER,0.558,1.265,10.494,-1.264,1.038,-0.341,1.67,0.342,0.2746,0.1734,-0.8818,10.71,86.2,4.399,RELAY,22.936,-20.716,0.3,2.302,-4.221,4.81,ACTIVE_EVASION,0,0,-20.338,17.188,0.3,2.33,-0.091,2.33,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.23,11.53,3,1.5,1.0,0,-6.194,17.271,3.793,-4.297,0.059,0.01,4.3,0.8877,0.0017,0.4605,0.0014,11.13,89.6,6.843,EXPLORER,-4.708,-9.453,4.598,-8.812,7.171,-0.004,11.36,0.2813,-0.363,0.2844,0.8415,4.79,72.5,6.687,EXPLORER,15.245,2.666,5.399,-0.026,-3.423,-0.001,3.42,0.6269,0.3255,0.3272,-0.6278,7.18,83.8,6.766,EXPLORER,0.544,1.275,10.491,-1.331,0.94,-0.271,1.65,0.3617,0.2527,0.1652,-0.882,10.71,86.2,4.399,RELAY,22.959,-20.758,0.3,2.304,-4.224,4.81,ACTIVE_EVASION,0,0,-20.314,17.187,0.3,2.332,-0.091,2.33,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.24,11.53,3,1.5,1.0,0,-6.235,17.272,3.794,-4.157,0.059,0.01,4.16,0.8877,0.0016,0.4604,0.0015,11.13,89.6,6.842,EXPLORER,-4.796,-9.38,4.598,-8.876,7.278,-0.005,11.48,0.2815,-0.3634,0.284,0.8415,4.79,72.5,6.686,EXPLORER,15.245,2.631,5.399,-0.026,-3.561,-0.001,3.56,0.6269,0.3254,0.3272,-0.6278,7.18,83.8,6.764,EXPLORER,0.531,1.283,10.489,-1.394,0.844,-0.198,1.64,0.3759,0.2405,0.162,-0.8801,10.71,86.2,4.398,RELAY,22.982,-20.801,0.3,2.305,-4.226,4.81,ACTIVE_EVASION,0,0,-20.291,17.186,0.3,2.335,-0.091,2.34,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.25,11.54,3,1.5,1.0,0,-6.276,17.273,3.794,-4.016,0.059,0.011,4.02,0.8878,0.0016,0.4602,0.0016,11.14,89.6,6.84,EXPLORER,-4.886,-9.306,4.598,-8.941,7.385,-0.005,11.6,0.2818,-0.3637,0.2836,0.8414,4.79,72.5,6.685,EXPLORER,15.244,2.594,5.399,-0.026,-3.699,-0.001,3.7,0.6269,0.3254,0.3272,-0.6278,7.18,83.8,6.763,EXPLORER,0.516,1.291,10.488,-1.453,0.748,-0.124,1.64,0.3864,0.2361,0.1635,-0.8765,10.71,86.2,4.366,RELAY,23.005,-20.843,0.3,2.307,-4.229,4.82,ACTIVE_EVASION,0,0,-20.268,17.185,0.3,2.337,-0.092,2.34,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.26,11.56,3,1.5,1.0,0,-6.314,17.273,3.794,-3.875,0.06,0.011,3.88,0.8879,0.0016,0.4601,0.0018,11.14,89.6,6.839,EXPLORER,-4.976,-9.232,4.598,-9.005,7.492,-0.005,11.71,0.282,-0.3641,0.2831,0.8413,4.79,72.4,6.683,EXPLORER,15.244,2.556,5.399,-0.026,-3.836,-0.001,3.84,0.6269,0.3254,0.3272,-0.6278,7.18,83.8,6.762,EXPLORER,0.501,1.297,10.487,-1.51,0.65,-0.05,1.64,0.3953,0.2342,0.1662,-0.8725,10.71,86.2,4.344,RELAY,23.028,-20.885,0.3,2.308,-4.231,4.82,ACTIVE_EVASION,0,0,-20.244,17.184,0.3,2.34,-0.092,2.34,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.27,11.57,3,1.5,1.0,0,-6.352,17.274,3.794,-3.734,0.06,0.012,3.73,0.8879,0.0016,0.46,0.0019,11.14,89.6,6.837,EXPLORER,-5.067,-9.156,4.598,-9.07,7.598,-0.005,11.83,0.2823,-0.3644,0.2826,0.8412,4.79,72.4,6.682,EXPLORER,15.244,2.516,5.399,-0.026,-3.974,-0.001,3.97,0.6269,0.3254,0.3272,-0.6278,7.18,83.8,6.76,EXPLORER,0.485,1.303,10.487,-1.565,0.55,0.024,1.66,0.4033,0.2337,0.1696,-0.8683,10.71,86.2,4.337,RELAY,23.051,-20.928,0.3,2.309,-4.233,4.82,ACTIVE_EVASION,0,0,-20.221,17.183,0.3,2.343,-0.092,2.34,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.28,11.57,3,1.5,1.0,0,-6.388,17.274,3.794,-3.594,0.06,0.013,3.59,0.888,0.0015,0.4599,0.0021,11.14,89.6,6.836,EXPLORER,-5.158,-9.079,4.598,-9.134,7.704,-0.005,11.95,0.2825,-0.3648,0.2821,0.8411,4.79,72.4,6.681,EXPLORER,15.244,2.475,5.399,-0.026,-4.111,-0.001,4.11,0.6268,0.3254,0.3272,-0.6278,7.18,83.8,6.759,EXPLORER,0.469,1.307,10.488,-1.619,0.449,0.096,1.68,0.4108,0.2345,0.1738,-0.8638,10.71,86.2,4.345,RELAY,23.075,-20.97,0.3,2.31,-4.235,4.82,ACTIVE_EVASION,0,0,-20.197,17.182,0.3,2.345,-0.092,2.35,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.29,11.58,3,1.5,1.0,0,-6.422,17.275,3.794,-3.453,0.06,0.014,3.45,0.888,0.0015,0.4598,0.0022,11.14,89.5,6.835,EXPLORER,-5.25,-9.0,4.598,-9.198,7.809,-0.005,12.07,0.2828,-0.3652,0.2816,0.841,4.79,72.4,6.68,EXPLORER,15.243,2.432,5.399,-0.026,-4.248,-0.001,4.25,0.6268,0.3254,0.3272,-0.6278,7.18,83.8,6.758,EXPLORER,0.452,1.311,10.49,-1.672,0.345,0.168,1.72,0.418,0.2364,0.1789,-0.8587,10.71,86.2,4.367,RELAY,23.098,-21.012,0.3,2.311,-4.236,4.83,ACTIVE_EVASION,0,0,-20.174,17.182,0.3,2.348,-0.092,2.35,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.3,11.58,3,1.5,1.0,0,-6.455,17.276,3.794,-3.313,0.06,0.015,3.31,0.8881,0.0015,0.4596,0.0024,11.15,89.5,6.833,EXPLORER,-5.342,-8.921,4.598,-9.262,7.915,-0.005,12.18,0.2831,-0.3655,0.2811,0.841,4.79,72.4,6.679,EXPLORER,15.243,2.388,5.399,-0.027,-4.385,-0.001,4.39,0.6268,0.3254,0.3272,-0.6278,7.18,83.8,6.756,EXPLORER,0.435,1.313,10.492,-1.724,0.238,0.238,1.76,0.4247,0.2406,0.186,-0.8527,10.71,86.1,4.392,RELAY,23.121,-21.055,0.3,2.311,-4.237,4.83,ACTIVE_EVASION,0,0,-20.15,17.181,0.3,2.351,-0.092,2.35,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.31,11.59,3,1.5,1.0,0,-6.487,17.276,3.794,-3.172,0.06,0.016,3.17,0.8882,0.0014,0.4595,0.0026,11.15,89.5,6.832,EXPLORER,-5.436,-8.841,4.598,-9.325,8.018,-0.005,12.3,0.2847,-0.3645,0.2788,0.8417,4.76,72.3,6.677,EXPLORER,15.243,2.343,5.399,-0.027,-4.522,-0.001,4.52,0.6268,0.3253,0.3272,-0.6278,7.18,83.7,6.755,EXPLORER,0.417,1.314,10.495,-1.776,0.124,0.304,1.81,0.4299,0.2505,0.1986,-0.8444,10.71,86.1,4.391,RELAY,23.144,-21.097,0.3,2.312,-4.238,4.83,ACTIVE_EVASION,0,0,-20.127,17.18,0.3,2.353,-0.092,2.36,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.32,11.61,3,1.5,1.0,0,-6.517,17.277,3.795,-3.032,0.06,0.017,3.03,0.8882,0.0014,0.4594,0.0027,11.15,89.5,6.83,EXPLORER,-5.53,-8.76,4.598,-9.386,8.118,-0.005,12.41,0.2879,-0.3614,0.2742,0.8434,4.68,72.3,6.676,EXPLORER,15.243,2.297,5.399,-0.027,-4.659,-0.001,4.66,0.6268,0.3253,0.3272,-0.6278,7.18,83.7,6.753,EXPLORER,0.399,1.314,10.499,-1.828,0.002,0.363,1.86,0.4334,0.2656,0.2172,-0.8333,10.71,86.1,4.39,RELAY,23.167,-21.139,0.3,2.312,-4.239,4.83,ACTIVE_EVASION,0,0,-20.103,17.179,0.3,2.356,-0.092,2.36,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.33,11.63,3,1.5,1.0,0,-6.546,17.277,3.795,-2.891,0.06,0.018,2.89,0.8883,0.0014,0.4593,0.0029,11.15,89.5,6.829,EXPLORER,-5.624,-8.678,4.598,-9.445,8.216,-0.005,12.52,0.291,-0.3583,0.2697,0.8451,4.61,72.3,6.675,EXPLORER,15.242,2.249,5.399,-0.027,-4.796,-0.001,4.8,0.6268,0.3253,0.3273,-0.6278,7.18,83.7,6.752,EXPLORER,0.38,1.313,10.503,-1.879,-0.128,0.406,1.93,0.4328,0.2889,0.2467,-0.8175,10.36,86.1,4.389,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-20.08,17.178,0.3,2.359,-0.092,2.36,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.34,11.63,3,1.5,1.0,0,-6.574,17.278,3.795,-2.751,0.061,0.019,2.75,0.8883,0.0013,0.4592,0.0031,11.15,89.5,6.828,EXPLORER,-5.719,-8.595,4.598,-9.502,8.31,-0.005,12.62,0.2941,-0.3551,0.2651,0.8468,4.53,72.3,6.674,EXPLORER,15.242,2.199,5.399,-0.027,-4.932,-0.001,4.93,0.6268,0.3253,0.3273,-0.6278,7.18,83.7,6.751,EXPLORER,0.361,1.31,10.507,-1.926,-0.259,0.416,1.99,0.4204,0.3249,0.2984,-0.7929,9.19,86.1,4.388,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-20.056,17.177,0.3,2.361,-0.092,2.36,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.35,11.63,3,1.5,1.0,0,-6.6,17.279,3.795,-2.611,0.061,0.02,2.61,0.8884,0.0013,0.4591,0.0032,11.16,89.5,6.826,EXPLORER,-5.815,-8.511,4.598,-9.557,8.401,-0.005,12.72,0.2971,-0.3518,0.2607,0.8485,4.47,72.3,6.673,EXPLORER,15.242,2.149,5.399,-0.027,-5.068,-0.001,5.07,0.6268,0.3253,0.3273,-0.6278,7.18,83.7,6.749,EXPLORER,0.341,1.306,10.511,-1.965,-0.394,0.38,2.04,0.3638,0.3666,0.4044,-0.7548,7.96,86.1,4.388,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-20.032,17.176,0.3,2.364,-0.093,2.37,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
